course_id,Title,Overall_Rating,Topic,Instructor,Video_Duration_Hr,Is Paid,Price
7089,AWS Certified Solutions Architect Associate | Practice Exams,4.7,Amazon AWS,Bangarunaidu Raghumanda,0,YES,29.98
7090,Informatica Tutorial: Beginner to Expert Level,4.3,Informatica PowerCenter,Sid Inf,35,YES,128.98
7091,At Home with Birds,5,Gardening,AndrÃ©s JimÃ©nez Monge,1.5,YES,40.98
7092,The Complete Crowdfunding Course for Kickstarter & Indiegogo,4.8,Crowdfunding,Dr. Angela Yu,4,YES,128.98
7093,5. Mindfulness Practitioner Certificate Accredited [5 of 9],4.6,Mindfulness,Braco Pobric,2,YES,128.98
7094,Apple Store: How to pick the right gift (2015 edition),5,Mac Basics,Markus Mueller,1,YES,29.98
7095,The Art of Singing,4.4,Singing,Gemma Louise Marinus,3.5,YES,98.98
7096,"Ten Day, Ten Minute a Day Meditation Journey",4,Unknown,Stacie Dooreck,3.5,YES,29.98
7097,"RFPs, Proposals, and Contracts for Web Developers",4.5,Request for Proposal,Mike Carson,2,YES,108.98
7098,Woodworking: Make A Beautiful Wooden Box With A Sliding Lid,0,Woodworking,Peter Alkema,0.716666666666666,YES,40.98
7099,Listening Skills - The Ultimate Workplace Soft Skills,4.5,Listening Skills,TJ Walker,29,YES,158.98
7100,1Z0-063 || Oracle Database 12c: Advanced Administration Exam,0,Oracle Certification,Jyoti singh,0,YES,44.98
7101,Dungeons And Dragons (D&D) become a better player!,4.6,Gaming,Dan Bronson,2.5,YES,34.98
7102,CIA part 1 - Question Bank (Syllabus 2021),4.3,Certified Internal Auditor (CIA),Prep Tests,0,YES,29.98
7103,+1000 Questions & Answers PMP EXAM 2021 (New 6th Edition V),5,PMP,Abdelghany Nasef,0,YES,29.98
7104,Get your Dream Job in Germany! Course from HR professional,4.9,Job Search,Julia Barden,2.5,YES,128.98
7105,The Bearded Dragon Masterclass,4.9,Pet Care,Ben Dessen,2.5,YES,68.98
7106,CRISPR/Cas9 Crash Course for Beginners,4.3,Gene Editing,Muhammad Naeem,2.5,YES,59.98
7107,Udemy Masters 2016: Online Course Creation - Unofficial,3.2,Online Course Creation,Phil Ebiner,22.5,YES,40.98
7108,Seth Godin's Value Creation Master Class,4.4,Business Strategy,Seth Godin,0.683333333333333,YES,94.98
7109,Basic Dance Moves for Guys - Completely beginner lessons,4.5,Dance,Brian Bee,4,YES,94.98
7110,Introduction to Norsat LNBs,4.7,Telecom,Norsat International,1,YES,29.98
7111,Corporate and business finance optimization (Excel Solver),4.5,Optimization Problem,Rolf Moes,2,YES,78.98
7112,Agile PM 402 - Enterprise-level Agile Project Management,4.4,Agile,Agile Project Management Academy - Chuck Cobb,4,YES,128.98
7113,How to Deliver a Monologue,5,Acting,Lisa Southam,0.716666666666666,YES,59.98
7114,How To Get More Done In 3 Hours Than Most Do In 3 Days,3.6,Personal Productivity,James Canzanella,1,YES,128.98
7115,YouTube Fame - How to Grow a Successful YouTube Channel,3.7,YouTube Audience Growth,Kris Carroll,1.5,YES,108.98
7116,Sell More With GoToWebinar,4.9,Webinar,Jens Belner,4.5,YES,29.98
7117,Mathematics for Computer Games Development using Unity,4.6,Math,Penny de Byl,15,YES,29.98
7118,Top 10 List for Exceptional Presales,4.2,Sales Skills,Mark Pearce,1,YES,29.98
7119,An Introduction to User-Centered Design,4.2,User Experience Design,"Frank Garofalo, Garofalo UX",3,YES,108.98
7120,"Editing, Personalizing and Publishing HTML Templates",4.4,HTML,"Prof. Jacques Henrique Dias, PhD",1,YES,29.98
7121,Learning the Joy of Relaxation,5,Relaxation,Barbara Mitchell,0.1,YES,34.98
7122,Xero - Mastering Sales in Xero,4.7,Xero,Marion Thomson,2.5,YES,88.98
7123,Chi Ball Master (Ki Ball),4.8,Energy Healing,Berardino Nardella,1,YES,128.98
7124,SAP Business Analytics Essential Training,4.4,SAP GRC,Fredrick Higgins,3.5,YES,128.98
7125,Handwriting Improvement For Kids,4.4,Handwriting,Monica Fortunato OTR/L,1.5,YES,94.98
7126,Mastering Lightroom Classic,4.7,Adobe Lightroom,David Harradine,8,YES,128.98
7127,TikKok Marketing & Monetization Masterclass : From 0 to 1,4,TikTok Marketing,Shizong Liao,1,YES,34.98
7128,SEMRush Site Audit + Extended SEMRush Free Trial,5,SEMrush,Alex Genadinik,1,YES,44.98
7129,Complete Sketchup Course 2021,0,SketchUp,mahad ahmed,12,YES,29.98
7130,Movavi Video Editor Plus: Complete Video Editing Course,5,Video Editing,Nash Chitakure,3.5,YES,68.98
7131,Email Marketing With TikTok: To Get Leads & Sales,0,Email Marketing,Pawan Dhakal,2,YES,40.98
7132,How To Make A 5x5 Lace Closure Wig?,0,Hair Styling,Ariel Blackwell,0.5,YES,34.98
7133,Look good with data,0,Wardrobe Planning,Clare Walsh,2,YES,29.98
7134,Certified Storytelling English Indian Dance Fitness Yoga,0,English Language,Sarita Wariyer,2,YES,44.98
7135,Child Psychology (Advanced Level) - ACCREDITED CERTIFICATE,4.4,Psychology,"Elmira Strange, MPhil, Dip",2,YES,118.98
7136,Organic Chemistry basics (+10hours) ( For 12th Std & MCQ),5,Organic Chemistry,Ravindra Shinde,11.5,YES,29.98
7137,Effective Business Communication,5,Business Communication,Tom Eddington,1,YES,128.98
7138,Learn Recursion!,0,Algorithms,ABHILASH RUDRA,3.5,YES,29.98
7139,Sports injury rehabilitation,4.1,Injury Recovery,Robyn Bagley,1,YES,29.98
7140,"Tableau for Beginners: Get CA Certified, Grow Your Career",4.5,Tableau,Lukas Halim,6,YES,49.98
7141,Microsoft Excel - Master Excel Basics,5,Excel,Ahmad Joseph,0.5,YES,128.98
7142,Production & Photographic Makeup,5,Makeup Artistry,Sandra Megit,5,YES,128.98
7143,Advanced topics in SV Verification Methodology (VMM/Pre-UVM),0,SystemVerilog,Srinivasan Venkataramanan,1,YES,78.98
7144,Unity Space Shooter Game Development tutorial using C#,4.9,3D Game Development,Aqsa Nadeem,2.5,YES,29.98
7145,Meditation - The Game Changer,4.9,Unknown,Tracey Duke,2.5,YES,59.98
7146,Strategic Investing: Roadmap to success,5,Investing,Daniel Tkachenko,0.666666666666666,YES,29.98
7147,Basic Good Manufacturing Practices (GMP),4.1,Product Manufacturing,Ruben Alonso,1.5,YES,34.98
7148,The Complete Hands-On Introduction to Apache Airflow,4.6,Apache Airflow,Marc Lamberti,5.5,YES,59.98
7149,Customer Success | How to Exceed Your Customers Expectations,4.6,Customer Success Management,Chuck Wall,1,YES,44.98
7150,Smart Secrets to Starting-Up,0,Startup,Tavishi Kumar,1,YES,40.98
7151,Probability: Mastering The Basics,0,Probability,Amrita Panjwani,1.5,YES,34.98
7152,Gua Sha- Tool Assisted Massage Technique Certificate Course,4.7,Massage,Mark Perren-Jones,3,YES,148.98
7153,3 Steps to Increase Your Beautiful Cloth's Life & Save Money,5,Cleaning Method,Basavaraj Patil,1,YES,34.98
7154,Learn to Draw - BEGINNER to ADVANCED Sketching Course,4.5,Sketching,Ali Haider Rehman,9.5,YES,128.98
7155,How to have difficult conversations,5,Difficult Conversations,Zhey Grudov,0.633333333333333,YES,29.98
7156,Design a 3D Slider Heart Pendant in Fusion 360 - 6 Easy Step,5,Fusion 360,Dee Brown,0.6,YES,40.98
7157,R Programming A-Zâ„¢: R For Data Science With Real Exercises!,4.6,R (programming language),Kirill Eremenko,10.5,YES,128.98
7158,Tally ERP 9 : Step by Step Guide to Accounting With Tally,4.2,Tally.ERP,Chirag Mehta,8,YES,29.98
7159,Email Marketing Domination,4.5,Email Marketing,Karyn Quick,1,YES,29.98
7160,Minecraft for Beginners,4.6,Minecraft,Mason Archer,1.5,YES,29.98
7161,Acupressure For Fitness And Beauty - Healthy The Natural Way,5,Acupressure,Jakob Bargak,1,YES,88.98
7162,Cryptocurrency Trading From Beginner To Advanced,4.7,Cryptocurrency,Nicolas Guerrero,6,YES,108.98
7163,"Organisation structure , Bands and Grades Structures",4.8,Unknown,Rajiv Misra,1,YES,64.98
7164,Nutrition Certification: Advanced Diet & Meal Planning,4.5,Unknown,Felix Harder,5,YES,128.98
7165,"How Many ""Megapixels"" Do You Really Need?",4.7,Digital Photography,Dave Weber,0.5,YES,29.98
7166,Getting Started With Apache Cassandra ,4.2,Apache Cassandra,Infinite Skills,8,YES,59.98
7167,IMS Dry Needling for Healthcare Professionals,0,Unknown,Brent Stevenson,8,YES,218.98
7168,Film and edit Home and family videos - Practical guide,5,Videography,Dalibor Jovic,2,YES,34.98
7169,C# Procedural Random Dungeon Generator in Unity 3D & Blender,4.6,Unknown,Billy McDaniel,6.5,YES,44.98
7170,7 Tricks to Improve your TANGO,4.3,Tango Dance,Pablo & Ludmila,0.716666666666666,YES,29.98
7171,UX Design Course - UX Case Study,3,Unknown,uxarabia ux design course,1,YES,128.98
7172,Therapeutic Art Life Coach Certification  (Accredited),4.4,Art Therapy,Joeel & Natalie Rivera,3,YES,218.98
7173,How to Write a Successful Research Paper in Machine Learning,0,Research Paper Writing,Milan Tripathi,1.5,YES,29.98
7174,Get Things Done: 29 BIG Ideas For Getting Things Done,4.6,Unknown,Derek Franklin,3.5,YES,104.98
7175,Learn Audio Editing,5,Audio Editing,Music Course Online,2.5,YES,59.98
7176,Build Your Own Home Hydroponic Farm,4.6,Gardening,Caleb Johnson,3,YES,40.98
7177,G Suite: 6-Course Bundle,4.4,Google Workspace (G Suite),Intellezy Trainers,11.5,YES,128.98
7178,Certified Indian Etc. Dance Fitness  Class online Part 5,0,Indian Dance,Sarita Wariyer,0.516666666666666,YES,34.98
7179,Hit Songwriting: Learn to Write! Enjoy a Songwriting Career!,3.7,Songwriting,Pippin Jag,1.5,YES,128.98
7180,How to Create Inner Peace Using Mindfulness,5,Mindfulness,Kristy Rackham,3,YES,59.98
7181,Leadership Ethics and Integrity: A Comprehensive Guide !,4.4,Ethics,Sivakami S ; MBA ; Ph.D (ongoing),4.5,YES,98.98
7182,Learn Premiere pro Lumetri color in 45 mins,5,Adobe Premiere,william Buckley,1,YES,108.98
7183,"Comprehensive Guide to Financial Markets, Investing &Trading",4.4,Financial Trading,Hari Swaminathan,9,YES,108.98
7184,Individual Income Tax Form 1040 Comprehensive Problem,4.8,Tax Preparation,Robert (Bob) Steele,8,YES,128.98
7185,Help Me Iâ€™m a Parent! The Parenting MAP,5,Parenting,Coach Hall,9.5,YES,128.98
7186,Conversion | Energy Immersion - A4.6,5,Psychic,Rev. Devan Jesse Byrne,11.5,YES,128.98
7187,The Complete Power BI Practical Course 2021,4.5,Microsoft Power BI,365 Careers,8,YES,128.98
7188,Oppositional Defiant Disorder: Answers to Ease the Struggle,4.8,Special Education,Carla Butorac,1.5,YES,59.98
7189,The Maya City of ChichÃ©n ItzÃ¡,5,Architectural History,Federico von Borstel,3,YES,128.98
7190,"TOEFL, IELTS, TOEIC vocabulary test (1000+ words)",0,English Vocabulary,Alessandro Perre,0,YES,29.98
7191,Chapter Five: The Amazing Oolong Tea äº†ä¸èµ·çš„ä¹Œé¾™èŒ¶,5,Tea,Mabol Discover Cha,1,YES,29.98
7192,"Leave the Rat Race, Sail the World, and Fund your Adventure",4.5,Sailing,Charlie Borland,2.5,YES,44.98
7193,Landscape Photography Master Class,4.6,Landscape Photography,Mujahid ur Rehman,7.5,YES,88.98
7194,SOLID Principles: Introducing Software Architecture & Design,4.7,Software Architecture,Sujith George,2,YES,29.98
7195,Learn to play trumpet from scratch.,5,Trumpet,Colin Jones,1,YES,29.98
7196,MACE: Medication Aide Certification  Practice Exams,5,Pharmacy,Monique Hennagan,0,YES,44.98
7197,Fully Accredited Professional Spirituality Coach Diploma,4.7,Spirituality,Dr Karen E Wells,1.5,YES,104.98
7198,The Beginners Guide to 3D Web Game Development with ThreeJS,0,Three.JS,Nicholas Lever,7.5,YES,108.98
7199,"Learning SOLIDWORKS : For Students, Engineers, and Designers",4.4,Product Design,CADCIM Technologies,9.5,YES,40.98
7200,An Introduction to Psychology,4.4,Psychology,The Saviour Academy,4,YES,29.98
7201,Bird Watching in Florida,5,Travel Tips,Randy Minder,2,YES,29.98
7202,Bible Study 101,0,The Bible,Anthony Chandler,1,YES,29.98
7203,Tax & Adjusting Entry Year-End Accounting Excel Worksheet,4.6,Excel Analytics,Robert (Bob) Steele,5,YES,128.98
7204,Your Daily Dose of Dog: Growing Up With Gusto!,0,Dog Training,Nancy Bailey,0.5,YES,40.98
7205,[2020] Facebook Ads: Facebook / Instagram Advertising Course,4,Facebook Ads,Davis Jones,2.5,YES,128.98
7206,Video Podcasting for Beginners,0,Podcasting,Chicvoyage Productions,1.5,YES,88.98
7207,Media Planning For Online And Offline Business,5,Advertising Strategy,Eric Yeboah,1,YES,108.98
7208,YouTube Piggyback Method - Unlimited Cheap Traffic,3.5,YouTube Marketing,Crucial Advantage,0.65,YES,59.98
7209,TOTAL: CompTIA Network+ Certification (N10-007),4.7,CompTIA Network+,"Total Seminars â€¢ 750,000+ Enrollments",23,YES,218.98
7210,Kickstart Your Content Marketing Strategy,0,Content Marketing,Dale Darley,1,YES,40.98
7211,Learn How to Analyse and Understand Poetry,0,Poetry,Laura Harrison,10,YES,128.98
7212,Learn to Trade Digital Assets Successfully,5,Cryptocurrency,CryptoGrinders Pte. Ltd.,3,YES,218.98
7213,Become a  LEAN Inventory Manager in Supply Chain Management,4.3,Inventory Management,Adarsh Amal,2.5,YES,29.98
7214,General Chineseï¼ˆ2ï¼‰,5,Chinese Language,ä¼˜å®žä¸­æ–‡ UseMandarin,12.5,YES,29.98
7215,Learn to Photograph Real Estate Like a Pro!,4.7,Real Estate Photography,Nathan Devine,3,YES,59.98
7216,The Ultimate Chess Endgame Course Vol 1,5,Chess,Saif Tarek,2.5,YES,29.98
7217,Yin Yoga for Stress Management,4.3,Unknown,Doris MÃ¼llner,2.5,YES,34.98
7218,Forensic Psychology : Criminal Profiling Certificate,4.3,Criminology,Ahilan Chandran,2,YES,128.98
7219,Logic Live Loops | Logic Pro X - 10.5 Update,4.8,Logic Pro X,Ben Rowlands,1.5,YES,40.98
7220,Your Realistic Guide to Freelance Blogging,4.8,Freelance Writing,Patrick Icasas,1,YES,128.98
7221,LinkedIn Ads for Beginners - 2021,4.5,LinkedIn,Aaron Connolly,2,YES,138.98
7222,Dog Training for Humans - Stop Pulling on the Lead!,3.9,Dog Training,Dom Hodgson,1.5,YES,128.98
7223,Fundamentals of Residential Property Management,4.5,Property Management,Jacqueline Carrington,1.5,YES,34.98
7224,Introduction to CBT: Cognitive Behavioral Therapy,4.2,CBT,Libby Seery Founder of Renaissance Life Therapies,1.5,YES,148.98
7225,YouTube Marketing: Grow Your Business with YouTube,4.5,YouTube Marketing,Phil Ebiner,5,YES,138.98
7226,Fit Tennis!â„¢ 2,5,Unknown,Frederic Dewitte,1,YES,29.98
7227,Canon Camera Course: Getting Started with Canon Photography,4.7,DSLR,Phil Ebiner,3.5,YES,108.98
7228,Constructing a Website With Google Sites,4.4,Google Sites,Joyce Fiedler,0.633333333333333,YES,29.98
7229,OpenCart Basics: A Course For Dummies,0,OpenCart,Pedro Planas,1,YES,29.98
7230,Intro to Storytelling: Wow Your Crowd,4.5,Storytelling,Kevin Allison,3,YES,104.98
7231,"Beer & Food: The best ways to serve, taste and combine beer",5,Beer Brewing,Beer Training,0.516666666666666,YES,40.98
7232,Complete Punctuation: Novice To Pro,4.8,Punctuation,Clare Lynch,3,YES,128.98
7233,Microsoft Excel - Data Analysis with Excel Pivot Tables,4.6,Excel,Maven Analytics,6.5,YES,128.98
7234,How to Manage & Influence Your Virtual Team,4.4,Management Skills,Hassan Osman,3,YES,128.98
7235,10 Photoshop Retouching Courses In - 1 Course,4,Photoshop,Manfred Werner,25,YES,108.98
7236,Shoulder Love,0,Home Workout,Joanna Ferret,5.5,YES,59.98
7237,Learn Chinese Through Short Stories in Chinese Language,0,Chinese Language,Sanela Ksela,2.5,YES,128.98
7238,Certified Manager of Quality and Process Excellence,3.5,Manufacturing,Olanab Consults,2,YES,78.98
7239,LEARN OUR RETOUCHING SECRETS IN FULL COMMERCIAL WORKFLOW,5,Photoshop Retouching,Simon Koch,4,YES,68.98
7240,Become an iMovie Master - Create Amazing Movies Today,4.7,iMovie,Steve Burnich,2.5,YES,138.98
7241,Oracle 1Z0-068 | RAC and Grid Infrastructure Administration,0,Oracle Certification,Cloud Database Engineer,0,YES,29.98
7242,The Ultimate Beginners Guide to Python Recommender Systems,4.6,Unknown,Jones Granatyr,4,YES,29.98
7243,Master Glyph Hacking in Ingress Prime,0,Kubernetes,Maninder Pal Singh,2.5,YES,40.98
7244,Copywriting For Landing Page Optimization & Sales Funnels,4.4,Landing Page Optimization,Alex Genadinik,2.5,YES,59.98
7245,Instagram Marketing- GrowthHacking & Automation MICRO Course,4.6,Instagram Marketing,Justin Boggs,1,YES,29.98
7246,Press Releases: The Power of Gaining Massive Website Traffic,3.2,Website Traffic,Ellen Levinas,0.533333333333333,YES,40.98
7247,Modern India,4.2,History,Pulkit Aggarwal,6,YES,34.98
7248,"Making Rock, Punk and Goth Jewelry",2,Jewelry Design,Courses ABC,3.5,YES,29.98
7249,Country Guitar Essentials: Chicken Pickin',4.9,Country Guitar,Vinnie D,3.5,YES,78.98
7250,Growth Hacking & Viral Marketing: #1 Growth Hacking Strategy,4.7,Unknown,"Dekker Fraser, MBA",8,YES,128.98
7251,Ten Commandments for safe & secured Contract (EPC Projects),0,Contract Management,Samiran Das,1,YES,29.98
7252,Negotiate Down Medical Bills in 15 Easy Steps,4.8,Healthcare,David Holt,2.5,YES,88.98
7253,Meditation for Angry People,0,Unknown,Pearl Howie,6,YES,29.98
7254,Whimsical Birds in Acrylic Paint,0,Acrylic Painting,Jennifer Keller,0.716666666666666,YES,34.98
7255,Selenium Webdriver with PYTHON from Scratch + Frameworks,4.6,Selenium Testing Framework,Rahul Shetty,18,YES,128.98
7256,Montessori Language  Course (Early Childhood and Elementary),3.9,English Grammar,Dina Ahmed,3.5,YES,44.98
7257,Thought Forms,5,Spirituality,Aashiesh Agarwaal,1.5,YES,29.98
7258,Self-Awareness Life Coach Certification8 Training,4.8,Self-Awareness,Empowerment Coach Academy,8.5,YES,128.98
7259,The Hermitage EAGLE Programme,4.4,Corporate Learning and Development (L&D),Kamalrukh Baria,3.5,YES,34.98
7260,Staying Safe Online with Improving Office Productivity,5,Unknown,Chip Reaves,1.5,YES,55.98
7261,MBSR - Mindfulness Based Stress Reduction,4,MBSR,Paul Newham | Human Science UK,2,YES,29.98
7262,Learn Snapseed Mobile,0,Snapseed,Noman Shahid,1,YES,59.98
7263,Ultimate Web Content Writing Masterclass+Power words eBook,4.5,Content Writing,Sivakumar Kannan,4.5,YES,138.98
7264,The MBA Hedge Funds Fundamentals Course,0,Hedge Fund,Raj Gupta,14.5,YES,128.98
7265,"Learn ARcore,make your Room interact with  Unity 3D physics.",5,ARcore,Brinis Hamza,2,YES,128.98
7266,Photoshop for Entrepreneurs - Design 11 Practical Projects,3.5,Photoshop,Phil Ebiner,5,YES,108.98
7267,IQ option best binary strategy:100% winning strategy,1,Binary Options,Elijah Adewumi,1,YES,128.98
7268,How to Present Confidently using Video from a Home Office,4.7,Video Conferencing,Jason van Genderen,0.716666666666666,YES,40.98
7269,"How to be an expert voice artist, up your game and get paid",3,Voice-Over,HanlÃ© Barnard,1.5,YES,29.98
7270,League Of Legends Course - The Secret Blueprint To High Elo,2.7,League of Legends,Manuel Obermeier,3,YES,29.98
7271,Speed Reading Masterclass: Read 1 Book Each Week,3.5,Speed Reading,Amer Taha- courseyo,1,YES,78.98
7272,How To Backpack,5,Travel Tips,HowExpert,1,YES,40.98
7273,Marketing Analytics: Forecasting Models with Excel,4.4,Excel Modeling,Start-Tech Academy,7,YES,40.98
7274,Animation for Beginners in After Effects,0,Animation,Bryan Webb,0,NO,0
7275,Origami Paper Art - Master Course,4.9,Origami,Dr. Pragya Gupta,6,YES,29.98
7276,ISO 45001 Occupational Safety & Health Management System,4.2,ISO 45001,Syed Muhammad Shamuel Shees,2.5,YES,138.98
7277,Magick 106: Magickal Protection II,0,Witchcraft,"Dr. Nicholas Guillette, Msc.D.",1.5,YES,29.98
7278,Subassembly Composer for Autodesk Civil 3d,4.5,Autodesk,Nawazish Ali,3,YES,118.98
7279,Certified India Heritage English and Spiritual Dance Class 1,0,History,Sarita Wariyer,0.583333333333333,YES,34.98
7280,Copywriting Essential Skills for Advertising Newbies,4.6,Copywriting,Billy Hinchen,1,YES,55.98
7281,Beginner Nikon Digital SLR (DSLR) Photography,4.6,DSLR,JP Teaches Photo .,1,YES,40.98
7282,UiPath - Level 1 Robotic Process Automation,4.5,Robotic Process Automation,Bryan Lamb,8.5,YES,128.98
7283,Selenium WebDriver with Java -Basics to Advanced+Frameworks,4.6,Java,Rahul Shetty,54,YES,128.98
7284,Defensive Happiness,5,Unknown,Levi Blumenfeld,0.5,YES,29.98
7285,Read %70 Arabic in a Week,0,Arabic Language,Muhammad Ahmad Metwally,2,YES,29.98
7286,Solution Starter Prediabetes Course,5,Habits,Georgianne Holland,2,YES,128.98
7287,Find your purpose and build skills to transform your life,5,Unknown,Bobby B,1,YES,108.98
7288,Presentation skills for future business leaders,5,Presentation Skills,Mark Laudi,0.666666666666666,YES,34.98
7289,Microsoft PowerPoint â€“ From Beginner to Expert,5,PowerPoint,Andy Amuwat,2,YES,29.98
7290,Advanced React For Enterprise: React for senior engineers,4.9,React,Kati Frantz,6,YES,44.98
7291,Future of cryptocurrencies & Bitcoin: From Starting to Now!,4.2,Cryptocurrency,Anmol Pandey,1,YES,29.98
7292,Linux(Unix) Commands-Shell Script -Must for every Testers/QA,4.7,Shell Scripting,T World,13,YES,108.98
7293,The Complete Android Developer Course: Beginner To Advanced!,4,Android Development,Joe Parys,17,YES,128.98
7294,Mastering AMC 8,5,Unknown,Kevin Xu,5.5,YES,104.98
7295,SAP FICO (Financial Accounting & Management Accounting),4.2,SAP FICO,Rana W Mehmood,40.5,YES,128.98
7296,Analog Electronics Demystified,5,Electronics,Yasir Amir,3.5,YES,29.98
7297,"The Complete Excel Charts, Data Visualization & Graphs Guide",5,Excel Charts,Mammoth Interactive,5,YES,128.98
7298,Energy Balls - perfect anytime snack,5,Energy Healing,Natalia Levey,0.583333333333333,YES,29.98
7299,Elevate Your Basketball Game: Basketball Training Program,0,Basketball,Henry Browne,2,YES,29.98
7300,The Home Mushroom Laboratory,4.8,Farming,Alex Field,3.5,YES,59.98
7301,SAS Programming - Learn SAS from Beginner to Advanced,4.6,SAS,Alan H Yue,8.5,YES,128.98
7302,Primitive Survival Skills Volume 1,4.9,Survival Skills,Rich P Hungerford,3,YES,68.98
7303,Angular Fundamentals from Scratch & Unit/Integration Testing,4.8,Unit Testing,Rahul Shetty,11,YES,128.98
7304,How to Analyze Football (Soccer) - Basics,4.4,Soccer,Hamza El Kadioui,1,YES,29.98
7305,Lean Six Sigma Black Belt Training and Certification,4.5,Six Sigma,- Six Sigma Academy Amsterdam -,3.5,YES,128.98
7306,Qualitative Data Analysis using MAXQDA: Scratch to Advanced,3.7,Data Analysis,Scholarsight Learning,4,YES,128.98
7307,Project Management: How to deliver a Lean Six Sigma project,5,Unknown,Robert Chapman,4.5,YES,49.98
7308,#8 Piano Trick:  Rosa's 3T6 Handshape  EZ RH Chord Inversion,5,Piano Chords,Rosa Suen,1,YES,128.98
7309,Diary Mapping,4.7,Time Management,Neil Matthews,1.5,YES,40.98
7310,Stress Less,4.4,Unknown,Laura Dewey M.A.,1.5,YES,55.98
7311,Draw a Tree,5,Drawing,Brendon Schumacker,2,YES,29.98
7312,Google Forms Ultimate Course 2021,4.5,Google Forms,Learn Tech Plus,1.5,YES,128.98
7313,Design Thinking By Example,4,Unknown,SF Choong,0.683333333333333,YES,88.98
7314,Realistic Fantasy Game Environment in Maya & Unreal Engine,4.6,Unknown,Victory3D LLC,30,YES,59.98
7315,11+ Verbal Reasoning Practice Tests,5,Logic,Edu-box Learning,0,YES,29.98
7316,"CPA Exam (FAR): Income Taxes, In a Snap!",5,Uniform CPA Examination,Test Prep In a Snap!,1,YES,40.98
7317,Yoga Journey into the Self,5,Unknown,Ema Barba,1,YES,29.98
7318,Face Yoga for Rejuvenation,4.7,Anti-Aging,Face Yoga Studio,1.5,YES,49.98
7319,Digital Media Fundamentals Vol. 2,4.7,Video Production,josh colvert,0.516666666666666,YES,29.98
7320,Video Editing: Premiere Pro & After Effects Dynamic Linking,4.4,Video Editing,Louay Zambarakji,1,YES,118.98
7321,Learn Hand Reflexology Online,4.5,Reflexology,Michael Keet,1.5,YES,44.98
7322,Know Your Voice,5,Voice Training,Anette Norgaard,1,YES,40.98
7323,Roadmap to Leadership,4.5,Unknown,Donna Galatas,1.5,YES,128.98
7324,Reference management tools using (Mendeley),4.9,Mendeley,Prashanth N S,2.5,YES,128.98
7325,Power BI A-Z: Hands-On Power BI Training For Data Science!,4.5,Microsoft Power BI,Kirill Eremenko,4.5,YES,128.98
7326,Double Your Academic Writing Quality: Practical Writing Tips,4.4,Academic Writing,Peter Alkema,1,YES,118.98
7327,Absolute Beginner's Guide To Plant Databases bioinformatics,5,Bioinformatics,Salman Ikram,1,YES,29.98
7328,MatPlotLib for Python Developers - Advanced,0,Matplotlib,Exam Turf,6.5,YES,108.98
7329,Natural Raw Food Diet For Dogs & Cats (a Training Series P1),4.6,Animal Nutrition,Nikki Brown,3.5,YES,128.98
7330,Capital Allowances,0,Tax Preparation,Navkar Digital Institute,4,YES,29.98
7331,Build a Social Network with Flutter and Firebase,4.5,Firebase,Reed Barger,9,YES,40.98
7332,Expert Masterclass - Boost your expert business,4.6,Marketing Strategy,Nisandeh Neta,3.5,YES,128.98
7333,50 creative ways to photograph rings (on the wedding day),0,Wedding Photography,"Greg Moment | Grzegorz ""Moment"" PÅ‚aczek Photography",1,YES,29.98
7334,Hoshin Kan Black Belt Karate Kata,5,Martial Arts,Charles Wallace,1,YES,29.98
7335,Fusion 360 Weapon Modeling Course,0,Fusion 360,Kaj Art,2.5,YES,59.98
7336,LINKEDIN:Legal Hacks on How to Overcome ALL Limitations 2021,4,LinkedIn,Josef Kadlec,1.5,YES,29.98
7337,Amazon FBA Beginners Course - Start Earning Income Now!,4.6,Selling on Amazon,"William U. PeÃ±a, MBA",6,YES,29.98
7338,Trigonometry for Electrical Engineering,5,Trigonometry,"Graham Van Brunt P. Eng., B.Sc.",5,YES,94.98
7339,Test your knowledge in Financial Management,4.1,Finance Fundamentals,"Raja Natarajan, B.Com., PGDBA, FCA",0,YES,29.98
7340,Introduction to Economics: Microeconomics and Macroeconomics,0,Unknown,Bill Tuller,4,YES,29.98
7341,Travel More & Live Well Toolkit,0,Travel Hacking,Charlotte Jenkyn,1.5,YES,59.98
7342,10 Copywriting Hacks That Work in 2020,3.8,Copywriting,Sandor Kiss,0.683333333333333,YES,128.98
7343,Eat What You Want And Get Ripped!,5,Weight Loss,Viktor Pulpan,0.7,YES,29.98
7344,Master the Fundamentals of Vectors,5,Unknown,"Dr Ling Meng Kay Daniel, PhD",4.5,YES,78.98
7345,Communication Skills: Personality and Behaviour in Business,4.5,Emotional Intelligence,Robin Hills,3,YES,138.98
7346,Cryptocurrency Money System,4,Cryptocurrency,Precious Azuonwu,3.5,YES,59.98
7347,"Beginners Photography - Getting Off ""Auto""",4.9,Photography,Rachel Sinclair,0.633333333333333,YES,29.98
7348,Options Trading Strategies-from Rookie to Pro (In an HOUR),4.4,Options Trading,Partha Deshpande,1,YES,34.98
7349,Create Personal Brand Niche Website without coding,5,WordPress,Being Commerce,1,YES,29.98
7350,Alaskan Malamute 101,0,Dog Care,HowExpert,1,YES,40.98
7351,Krav Maga Complete Course For Fighting Multiple Attackers.,4.2,Boxing,Panos Zacharios,1.5,YES,108.98
