course_id,Title,Overall_Rating,Topic,Instructor,Video_Duration_Hr,Is Paid,Price
5242,Managerial Economics - A Microeconomics Course for Business,5,Unknown,Brad Cartwright,7,YES,104.98
5243,How To Make AMAZING BEATS. The BASICS of FL Studio,5,Unknown,Aleksandrs Fjoklins,1,YES,29.98
5244,How to Customize & Publish a Simple Website in One Day,4.6,Internet Marketing,Michael Martin,1,YES,29.98
5245,Social Media Marketing - Content Marketing Masterclass 2021,4.4,Unknown,Mark Timberlake,18.5,YES,128.98
5246,Flutter 2.0: Build Modern Responsive Web & Mobile Apps,4.5,Google Flutter,"Paulo Dichone | Android, Java, Flutter Developer and Teacher",14,YES,128.98
5247,HOW TO FIND BEST-SELLING ITEMS FOR YOUR DROPSHIPPING SHOPIFY,4.9,Dropshipping,Vic Petrov,2.5,YES,59.98
5248,"How to Sketch, Draw, Design Cars Like a Pro",4.6,Sketching,Kai F.,0.733333333333333,YES,94.98
5249,Technical Web Testing 101,4.9,Unknown,Alan Richardson,10,YES,29.98
5250,Past Life Relationship Coach,5,Past Lives,Jan Haldane,1.5,YES,104.98
5251,The Motivation in Diet,0,Motivation,Mithat TaÅŸ,1,YES,59.98
5252,2021 Mastering Energy and Power System Optimization in GAMS,4.2,Electrical Engineering,Optimization Team,5.5,YES,128.98
5253,Professional Psychotherapy Diploma Course: CBT Practitioner,4.4,Psychotherapy,Amer Taha- courseyo,4.5,YES,78.98
5254,Yoga Nidra - Conscious Sleep Practice,4.6,Unknown,Stasia Bliss,3,YES,108.98
5255,Be an Amazing Networker: Remote Business Networking Course,4.9,Personal Networking,Jeni Smith,1.5,YES,44.98
5256,The Sprouting Kraut | Grow Your Own Food at Home: Sprouts,4.3,Gardening,Healthy Hansy | Speaker on Healthy Living & High Life Quality,4,YES,128.98
5257,Woodworking: Setting Up and Using Jointers & Planers,4.6,Woodworking,George Vondriska,1.5,YES,59.98
5258,Bo (Staff) for Tang Soo Do - Level 2,0,Karate,Steven Elmore,2.5,YES,34.98
5259,Diversity of Nail Stamping,4,Nail Art,Ana Costamanova,1.5,YES,29.98
5260,Ultimate Marketing Technology Stack Masterclass: Become Pro,5,Marketing Strategy,Yassine Sebbar,2,YES,29.98
5261,Beginners Guide To Meditation,5,Meditation,Jordan Wright,3,YES,34.98
5262,Ninja Writing: The Four Levels Of Writing Mastery,4.5,Writing,Shani Raja,4,YES,128.98
5263,"Learning Strategies for Exam: Brain Training, Improve Memory",4.8,Brain Training,Ina Ilie,1.5,YES,29.98
5264,Drones: Learn Aerial Photography and Videography Basics,3.9,Videography,Mark Richardson,2,YES,138.98
5265,The Complete Guide To Notion: Become Productive today,0,Notion Workspace,Rajat Kumar Gupta,0.5,YES,29.98
5266,INDYASSA Pastry Course #3 The Perfect Cream Puffs,4.6,Baking,IndyAssa Japan,1,YES,34.98
5267,3D House Design Mastery in Blender 2.9x - Graphics & Design,4.4,Blender,Thomas McDonald,6.5,YES,128.98
5268,How to be an Expert in Piping Valves for Your Career Success,4,Piping,Varun Patel,2.5,YES,138.98
5269,Learn How To Build A Website For Your Business Using WIX,4.4,Wix,Chris Porter,3.5,YES,34.98
5270,How a Building is Designed and Built - Part 1 of 6,4.5,Construction,Matthew Morris,3.5,YES,158.98
5271,Beginners Guide to Marketing Management,3.5,Marketing Management,V.O Edu.,6,YES,128.98
5272,The Backyard Forest,4.9,Gardening,Jake Rayson,4,YES,128.98
5273,What's my life purpose?,5,Life Purpose,Dr. Anastasia Makratzi,1.5,YES,128.98
5274,Mastering Agile Scrum Project Management,4.4,Agile,LearnSmart LLC,14.5,YES,218.98
5275,Rendering in Maya / Unreal / Marmoset / Sketchfab,5,3D Lighting,David Bittorf,3.5,YES,34.98
5276,Spiritual Growth Mindset,5,Spirituality,Jose Goncalves,4,YES,34.98
5277,Weight Loss On-Demand,5,Weight Loss,"Jeffrey B. Brown, M.D.",1.5,YES,108.98
5278,GRE Vocabulary : 456 Most important words that re-appear,5,English Vocabulary,GRE Junction,3,YES,40.98
5279,Affiliate CPA Masterclass - 2020 Newbie Friendly,3.7,CPA Marketing,Angshuman Dutta,1,YES,34.98
5280,MS Excel Beginner to Intermediate Level Training,4.1,Excel,Usama Hassan,4.5,YES,29.98
5281,Fundamentals of Insurance - 1,4.3,Insurance,Bassel Zeidan,1,YES,40.98
5282,1-Arabic Tayseerâ€“ Simplifying Arabic For Beginnersâ€“PART ONE,5,Arabic Language,Mahmoud Ziyada,8,YES,34.98
5283,Play Video and Audio files over the Web,5,Unknown,Phil Cowcill,1.5,YES,29.98
5284,Mechanical Engineering and Electrical Engineering Explained,4.5,Mechanical Engineering,saVRee 3D,10.5,YES,40.98
5285,Global Air Logistics Management in Supply Chain Management,4.3,Logistics Management,Adarsh Amal,2.5,YES,29.98
5286,Anger Management Techniques That Actually Work,4.4,Anger Management,Ken Wells,3,YES,158.98
5287,2021 - Mastering Selectors/ Locators for Automation Testing!,4.4,Automation Testing,Gianni Bruno,3.5,YES,29.98
5288,Learn how to teach your kids about Money education,5,Entrepreneurship Fundamentals,Anat Refaeli-Peled,0.583333333333333,YES,29.98
5289,SAP SD Certification & Interview Questions(More than 3000),5,SAP SD,Rohit Madkar,0,YES,34.98
5290,The Complete 2021 Web Development Bootcamp,4.7,Unknown,Dr. Angela Yu,54.5,YES,128.98
5291,Create Your FREE Website Using Google Site,2,Web Development,Ramesh Kumar Rajendran,1,YES,29.98
5292,Travel The World And Get Paid - Work For Luxury Hotels,3.6,Travel Hacking,Kian Radojewski,1,YES,59.98
5293,Emotional Intelligence Certification: Self Awareness Level 1,4.5,Emotional Intelligence,Robert Jerus,2,YES,148.98
5294,Learn How to get More Deals from Events,5,Conversion Rate Optimization,Christophe Frere,0.716666666666666,YES,44.98
5295,Boost Your Self Esteem & become confident,5,Confidence,Paul Tavares,0.666666666666666,YES,40.98
5296,Master Medical Devices Registration in Egypt bulk market,0,Medical Device Development,Dr. Zahra Hassan,1.5,YES,55.98
5297,The complete guide to sound design and tuning using SmaartÂ®,4.7,Audio Engineering,Ofer Dvir,1.5,YES,98.98
5298,Selling Your Home for Maximum Value!,4.4,Real Estate,Stephen Meadows,1.5,YES,29.98
5299,Scientrix Superuser Certification Program,5,Integration Services,Talita Zaayman,0.55,YES,44.98
5300,Data Visualisation With Python-2021,0,Data Visualization,MrBriit .,3,YES,44.98
5301,The animation playbook Hands on training,0,Whiteboard Animation,Thiyagu Arunachalam,1,YES,29.98
5302,Bitcoin - A Comprehensive Guide,4.8,Bitcoin,Cavan Flynn,2,YES,29.98
5303,Python A-Zâ„¢: Python For Data Science With Real Exercises!,4.6,Python,Kirill Eremenko,11,YES,128.98
5304,The Connection Lab,5,Brazilian Jiu-Jitsu,The Connection Lab,6.5,YES,88.98
5305,Public Health,5,Public Health,Ä½ubomÃ­ra SopkovÃ¡,3,YES,29.98
5306,Keto Diet for Beginners,4.6,Ketogenic Diet,Tom Wiztek,0.5,YES,59.98
5307,Mythological Female Character - Complete Game Pipeline,4.8,Unknown,Victory3D LLC,24.5,YES,108.98
5308,Practitioner's Guide to Cost Benefit Analysis,4.3,Data Analysis,Wayne Davies,10,YES,29.98
5309,Indian Music Therapy - Certification Course,4.7,Sound Therapy,Ruma Chakravarty,8,YES,128.98
5310,Advance Your Career with Your current Employer,0,Unknown,Lassi Albin,5,YES,108.98
5311,Local SEO 2021 Made Simple & Fun + Google Maps & TripAdvisor,4.4,Local SEO,"Ing. Tomas Moravek | SEO, Facebook Ads & Facebook Marketing Expert",9.5,YES,128.98
5312,Wordpress Beginners Quick Start Master WordPress Free Plan,5,WordPress,Gary Devonish,2,YES,40.98
5313,Outcome Based Education (OBE) & Academic Quality Assurance,4.7,Education,Dr. Kamran Moosa,9,YES,94.98
5314,Learn DevOps: Infrastructure Automation With Terraform,4.4,DevOps,Edward Viaene,11,YES,49.98
5315,Customer Service: Soft Skills Fundamentals,4.6,Customer Service,Samara Wenten,0.65,YES,29.98
5316,Email Marketing Mastery - The Complete Email Masterclass,4.5,Email Marketing,Ryan Ford,1,YES,128.98
5317,Entrepreneurship,5,Entrepreneurship Fundamentals,L.D. Sewell,1.5,YES,29.98
5318,Build a Side-Scroller Platformer game with GameMaker: Studio,4.8,GameMaker Studio,3dmotive LLC,6,YES,29.98
5319,1Z0-1084-21 | Oracle Cloud Infrastructure Developer 2021 Ass,4.2,Oracle Certification,Rohit singh,0,YES,40.98
5320,Appium Mobile Automation - Java - Android & IOS Apps & Cloud,3.3,Mobile Testing,Vineet N,5,YES,128.98
5321,C_TAW12_750 -SAP Cert. Dev. Associate ABAP with SAP NetW 7.5,5,SAP Certified Development Associate - ABAP with SAP Netweaver,Rohit Redhu,0,YES,40.98
5322,ServiceNow Kickstart: Basic Skills for CMDB Administration,4.1,ServiceNow,Shivraj Vichare,3.5,YES,29.98
5323,Learn your kid to solve Rubik's cube,4.1,Rubik's Cube,Helge Opedal,0.633333333333333,YES,29.98
5324,"Remedy Doors ""The ins and outs"" EXTERIOR",0,Home Repair,Dustin Luby,1.5,YES,44.98
5325,The Legal Support Specialist,4.2,Law,Amarelaw Legal Coaching and Training,1,YES,40.98
5326,SEO Training 2021: Beginner To Advanced SEO | Google SEO #1,3,SEO,kunal Jha,4,YES,78.98
5327,SEO for Bloggers and Other Content Creators,4.8,SEO,Lesa Townsend,1.5,YES,68.98
5328,C# Basics for Beginners: Learn C# Fundamentals by Coding,4.6,C#,Mosh Hamedani,5,YES,128.98
5329,Toy Photographer 2.0 (Lego Toy Photography Tips Guide),0,Photography,HowExpert,1.5,YES,40.98
5330,Airbnb Entrepreneur : Become the Best Listing in Town!,4.8,Airbnb Hosting,Pavel N. | Business | Innovation | Video,3,YES,128.98
5331,How to Teach with Technology Online,5,Teaching Online,David Lantz,3.5,YES,34.98
5332,7 Tips for Surviving Your First Year on the Mission Field,5,Christianity,Glenn Broce,1.5,YES,49.98
5333,How To Stop Procrastinating & Skyrocket Your Motivation NOW!,4,Unknown,Benjamin Hero,5,YES,148.98
5334,IELTS Vocabulary: Learn 400 Essential Words for IELTS,4.7,IELTS,"Charles Cornelius, MA, CertEd & CELTA",11.5,YES,148.98
5335,Golf Fitness Masterclass,3.5,Golf,Jen Puzio,9.5,YES,128.98
5336,Git Essentials: Learn Git with Bitbucket and Sourcetree,4.4,Git,Juke Jaster,2.5,YES,128.98
5337,"React, Context & SASS Build a Real World Responsive Website",5,React,Shakil Khan,16.5,YES,128.98
5338,How to Write the Ultimate 1 Page Strategic Business Plan,4.7,Business Plan,"William U. PeÃ±a, MBA",0.7,YES,29.98
5339,Intro to Photoshop for Interior Designers,4.5,Photoshop,Brian Lee,1,YES,49.98
5340,"The Way of the Shaman, A Course",0,Shamanism,Westcott Louden,5,YES,29.98
5341,"The Blended Path of Yoga, Vedanta, and Tantra",4.6,Yoga,Abhyasa Ashram,4.5,YES,49.98
5342,Visual Effects for Games in Unity - Beginner To Intermediate,4.6,VFX Visual Effects,Gabriel Aguiar,6,YES,218.98
5343,Advanced Mix media techniques wall Art,0,Mixed Media Art,Rekha Garg,2.5,YES,29.98
5344,100 Forex Strategies + Portfolio Expert Advisors Monthly,5,Algorithmic Trading,Petko Zhivkov Aleksandrov,1.5,YES,138.98
5345,Everyday English Idioms,5,English Conversation,Joe Madrid,0.716666666666666,YES,29.98
5346,3 Techniques to Combine Watercolor and Gouache in your art,5,Watercolor Painting,Hannah Katarski,1,YES,40.98
5347,Your First 500 YouTube Subscribers Top 5 Tips How To Do It,5,YouTube Audience Growth,Benjamin Tolosa,0.683333333333333,YES,59.98
5348,Photoshop Visualisation for Architects,4.6,3D Rendering,Show It Better,1.5,YES,44.98
5349,The Time Creation Masterclass by LevelUP,5,Time Management,Tim Thiele,0.716666666666666,YES,29.98
5350,MS-100 | Microsoft 365 Identity and Services Practice Tests,5,Microsoft Certification,Hitesh Hanvat,0,YES,59.98
5351,The Ultimate Oil & Gas Economics Course,3.8,Economics,Hamam Awad,5.5,YES,78.98
5352,Architecture Design with Tinkercad,4.4,Architecture Fundamentals,Kids Can CAD Academy,1,YES,49.98
5353,"Project Management: Becoming a ""Successful Project manager""",4.2,Unknown,Gugan R,1.5,YES,29.98
5354,Develop Unity Apps with SQLite,5,SQLite,Neeraj Jaiswal,2,YES,108.98
5355,Healthy Eating I - Transforming Your Health With Food,5,Unknown,Duran Torrez,6,YES,108.98
5356,"Psychology 101: Why We Think, Feel, and Act the Way We do",4.7,Psychology,Joeel & Natalie Rivera,7,YES,138.98
5357,The Core of Yoga Philosophy,5,Unknown,David Callado,3.5,YES,34.98
5358,Overcome your creative block,5,Unknown,Qudrat Ahabandhu,1,YES,44.98
5359,A-Level Statistics Made Easy (Full Course),0,Statistics,Perry Fisher,6,YES,34.98
5360,"First Aid, and Children's Health: Your Complete Guide",4.6,First Aid,MedScreen - Preventative Medicine,2,YES,148.98
5361,Natural Beauty: How to Create Natural Skincare Face Oils,4.5,Beauty,Jennifer Schroeder,2,YES,128.98
5362,QMetry Automation Studio,4.8,Automation Testing,Ashish Katrekar,1.5,YES,108.98
5363,Alcohol Ink Barn Painting: Easy to Create Step by Step Art,5,Alcohol Ink,Kellie Chasse,1,YES,49.98
5364,Cardiac Arrhythmia Made Easy,0,Medical Terminology,Khaled Baraka,1,YES,108.98
5365,The Most Important Techniques of Brazilian Jiu Jitsu,4.9,Brazilian Jiu-Jitsu,Felipe Guedes,1,YES,55.98
5366,Artistic UI from Scratch with Flutter,3.1,Google Flutter,Harsh Kumar Khatri,0.533333333333333,YES,29.98
5367,Journaling for Self Discovery,4.8,Journaling,Sam Shimizu-Jones,3.5,YES,88.98
5368,Photography - The Nikon D3400 DSLR Camera user course,4.6,Cameras,Jeremy Bayston,5,YES,44.98
5369,StichMethod Blues Master Class Part 1.,4.8,Blues Guitar,Ian Stich,1.5,YES,55.98
5370,PowerShell - essential course with labs,4.4,PowerShell,Raphael Craig,3,YES,40.98
5371,Powerpoint Presentation A Complete Study,5,PowerPoint,"Raja Natarajan, B.Com., PGDBA, FCA",1,YES,29.98
5372,AC Analysis of RLC Circuits,5,Electrical Circuits,Andrew Mehri,1.5,YES,29.98
5373,Aerobics for Seniors and Beginners Teacher Training Diploma,3.5,Cardio,Zayra Mo,3,YES,128.98
5374,Bedroom design for better sleep.,4.7,Unknown,Ana Marcu,0.6,YES,29.98
5375,"Docker - Introducing Docker Essentials, Containers, and more",4.4,Docker,David Joseph Katz,6,YES,128.98
5376,"""Geometry Of Chance"" - strategy of defeating roulette",3.7,Roulette,Pavel Zenin,1.5,YES,44.98
5377,Python Practice Guide for Beginners,4.7,Python,Rupam Das,4,YES,29.98
5378,Making Jewelry Using Seed Beads,5,Jewelry Making,Courses ABC,8.5,YES,29.98
5379,Dyslexia intervention for busy parents,4.5,Dyslexia,Rosa Suarez Ortiz,1.5,YES,29.98
5380,Yin Yoga Teacher Training Certificate Course,4.8,Unknown,Jessica Fleming,3.5,YES,118.98
5381,Federalism Full Chapter Class 10 Civics - India-CBSE,0,AP US Government and Politics,Seshu Cheera,1.5,YES,29.98
5382,Life Purpose Coach Practitioner (ACCREDITED),4.8,Life Purpose,Graham Nicholls,5,YES,108.98
5383,Introduction to Object Detection using Transformers (2020),5,Object Detection,Nandlal Talreja,0.516666666666666,YES,218.98
5384,Fashion Illustration,5,Unknown,CREO Valley,2.5,YES,29.98
5385,Signature Analysis - Beginner to Advance,4.3,Handwriting Analysis,Paresh P Chitnis,1.5,YES,128.98
5386,Nail art - Christmas Designs on nails,4.8,Nail Art,Danielle Anne Marie,1.5,YES,49.98
5387,Communicating Strategy with Narrative Structure,5,Business Communication,Gregory Hennessy,2,YES,59.98
5388,Database Design,4.4,Database Design,Caleb Curry,8.5,YES,44.98
5389,Browsers to Buyers: 21 Powerful Website Copywriting Hacks,4.8,Copywriting,Tamsin Henderson,1.5,YES,128.98
5390,Chess: From 0 to OK!,4.7,Chess,Javier Gil,3.5,YES,29.98
5391,Vocal Exercises and Mindfulness for the Menopause,5,Mindfulness,Pauline Midwinter,2,YES,29.98
5392,Essential Cooking Portuguese Cuisine Skills,0,Cooking,Maria Furtado,1.5,YES,40.98
5393,Microsoft AZ-204: Developing Solution for Azure [2021],5,Microsoft Certification,IT Exam Institute,0,YES,128.98
5394,Financial Accounting in Practice,4.7,Financial Accounting,Katie Yazbeck,1.5,YES,68.98
5395,OBIEE 12c Admin Course,3.9,Oracle Business Intelligence,Sanjay Singh,2,YES,78.98
5396,Fully Accredited Professional Counselling for Adolescents,4.5,Counseling,Dr Karen E Wells,0.666666666666666,YES,104.98
5397,Recording in Presonus Studio One Made Easy,4.7,Music Recording,David Vignola,3.5,YES,34.98
5398,Learn How To Make Natural Makeup Primer,0,Makeup Artistry,Delia Worley,0.65,YES,40.98
5399,Learn to Build Wood Shaders with Substance Designer,5,Substance Designer,3dmotive LLC,4.5,YES,29.98
5400,OSHA Safety Training: Conducting Safety Meetings,4.5,OSHA,Joe Story,0.566666666666666,YES,29.98
5401,Social And Emotional Part 8-Communication And Keeping Cool,4.2,Communication Skills,Dr. Martina Carroll-Garrison,0.533333333333333,YES,29.98
5402,Google Workspace Essentials,4.4,Google Workspace (G Suite),Chip Reaves,1.5,YES,44.98
5403,How to Journal About Your Overseas Experiences,5,Journaling,Linda Alley,0.6,YES,29.98
5404,Mixing in Presonus Studio One Made Easy Vol 1,4.6,Music Mixing,David Vignola,7.5,YES,34.98
5405,Relational Database Design,4.3,Database Design,Ben Brumm,1.5,YES,59.98
5406,#9 Bake Extreme Fermentation Sourdough Bread,4.4,Sourdough Bread Baking,Teresa L Greenway,1,YES,88.98
5407,Shuffle Dance Master Class Vol 3. | Advanced shuffling!,4.5,Street Dance,Brian Bee,1.5,YES,64.98
5408,A Beginners Guide to Managing a Photography Business,0,Unknown,Rachel Lucus,1.5,YES,29.98
5409,Voice-Over Marketing: Get More Voice Over Jobs in Less Time!,4.8,Voice-Over,Peter Baker,2.5,YES,138.98
5410,Customer lifetime value predictive model with Python,3.6,Marketing Analytics,Datagist INC,5.5,YES,59.98
5411,PMI-ACP Exam Prep for PMBOK 6,4.6,PMI-ACP,Joseph Phillips,13,YES,128.98
5412,Modern React with Redux,4.7,React,Stephen Grider,52.5,YES,128.98
5413,VFX: Complete Houdini Bootcamp,4.5,Houdini Software,Raffi Bedross,13,YES,148.98
5414,Quant analysis on Portfolio Optimization,5,Financial Analysis,Dr. Spyros Giannelos .,3.5,YES,59.98
5415,Financial modeling | Project Finance & Infrastructure,4.5,Financial Modeling,DealMaker Financial Training,2.5,YES,59.98
5416,Master yourself in Trigonometry applications,5,Trigonometry,Deepali Darne,1.5,YES,29.98
5417,Chemistry (Course 2 of 4) An Inquiry-Based Approach,5,Chemistry,Brian Swanson,9,YES,59.98
5418,Unarmed Combat Techniques of The Samurai,0,Martial Arts,Edward Aponte,1.5,YES,40.98
5419,Basic Photography Course for Beginners,5,Photography,Adam Tan,1.5,YES,78.98
5420,Affiliate Marketing 101 - How To Make An Income Online,4.7,Unknown,Gregory Markus Hegel,1,YES,44.98
5421,Learn the Essential Basics in Electrical Wiring,4.3,Electricity,Waleed Mokdad,3.5,YES,78.98
5422,#1 ITA Certified Tea Courses - Foundations of Chinese Tea,4.5,Tea,Shana Zhang,4,YES,29.98
5423,Swipes That Sell,0,Email Marketing,Brittany Bayley,1,YES,49.98
5424,Personal Branding MasterClass: Build a Brand called You,3.5,Personal Branding,Oana Radu - Personal Branding,2.5,YES,49.98
5425,Digital Marketing: Lead Generation & Sales Conversion Course,4.5,Business Development,Phil Ebiner,6.5,YES,108.98
5426,Business Basics for Professional Entrepreneurs,5,Business Fundamentals,Robert Affolter,1,YES,104.98
5427,Tax Accounting Made Easy to Understand,4.2,Tax Preparation,"Stefan Ignatovski, Ph.D.",2,YES,138.98
5428,LLQP Life Insurance Exam Preparation- Ethics (Canada),4.4,Insurance,Adam Aizad Ahmad,2.5,YES,29.98
5429,How to set up a Facebook Shop and Instagram Shop in 2021,0,Unknown,Becs Bate,1,YES,59.98
5430,Beginner's Jumpstart Guide to Afinity Publisher,0,Affinity Publisher,Dawid Tuminski,1.5,YES,108.98
5431,Sell Your Script - How to Pitch Your Screenplay to Investors,5,Marketing Strategy,Brett Lark,2,YES,40.98
5432,Managing Your Stress,4.9,Unknown,Devendra Singh Dewal,6.5,YES,108.98
5433,CIVILWAR TEST SERIES - FOR CIVIL ENGINEERING KERALA PSC,5,Civil Engineering,CIVILWAR Civil Engineering PSC,0,YES,29.98
5434,Certified India Heritage English and Spiritual Dance Class,0,History,Sarita Wariyer,1.5,YES,34.98
5435,Ableton Live - DJ Mixtape & Podcasts in Ableton Live Course,4.4,DJ,Martin Svensson,2.5,YES,128.98
5436,Learn to Play Clarinet: Beginner to Pro in Under Five Hours,4.6,Clarinet,MusicProfessor Online Music Lessons,4.5,YES,59.98
5437,Wats App Animation In After Effects,5,After Effects,Sergey Basharin,1,YES,44.98
5438,Dark and Moody Portrait Edits in Adobe Photoshop,0,Photoshop,Toma Bonciu,1.5,YES,78.98
5439,Remote Teaching Online // How To Record Lectures at Home,4.4,Learning Technologies,Nick Nyxson,1,YES,29.98
5440,Design Awesome Infographics to Grab Customer Attention (A-Z),3.7,Infographic Design,Bardha I / Marigona Gojnovci,1,YES,138.98
5441,Build a Portfolio Website using React and Semantic UI,0,Unknown,Nishant Kumar,2,YES,40.98
5442,javascript beginner to advanced,4.4,JavaScript,Rohel Ahmed,1,YES,29.98
5443,Create a WordPress Website in 24 Hours or Less Guaranteed,4.8,WordPress,Zach Miller,2,YES,55.98
5444,The Complete Environment Painting Super Course,4.7,Digital Painting,Colton Dubell,14,YES,128.98
5445,Zero to Hero in Microsoft Excel: Complete Excel guide 2021,4.5,Excel,Start-Tech Academy,6.5,YES,40.98
5446,Valuation using DCF and Relative Valuation Techniques,0,Company Valuation,FinXcel Academy,1,YES,29.98
5447,Nursing Professionals Get Motivated! Motivation For Nurses,4.7,Nursing,"Crystal Hutchinson Tummala, J.D.",1.5,YES,29.98
5448,Cryptocurrency Cyber Security: Protect Your Bitcoin,5,Cryptocurrency,Zlatin Georgiev,1.5,YES,78.98
5449,Business Law for Entrepreneurs,4,Unknown,Christine Williams,0.683333333333333,YES,44.98
5450,The Interplay of Elements,4.6,Energy Psychology (EP),Tatiana Stantcheva,3,YES,40.98
5451,Flourishing in Stressful Times - with Tara Brach,4.4,Stress Management,"Tara Brach, Ph.D.",2,YES,40.98
5452,Pro beauty retouching,4.4,Photoshop Retouching,Alexandr Vishnev,6.5,YES,128.98
5453,All you need to know about Crypto,0,Cryptocurrency,Martin Dimitrov,2,YES,108.98
5454,Complete Java Programming from Java Basics to Advanced Java,4.5,Java,Muhammad Hamza AbdulRehman,2,YES,128.98
5455,Muay Thai Ultimate Fights,4.4,Muay Thai,Seksan somsup,4,YES,29.98
5456,Microsoft MCSD (70-486): Developing ASP.NET Web Applications,5,Microsoft Certification,IT Exam Institute,0,YES,128.98
5457,Criminal Law in 120 Minutes: A Fast Track Course,4.4,Criminal Law,Shaveen Bandaranayake,2.5,YES,59.98
5458,The Birth of the Blues: A Social and Musical History,3.7,Music History,Tony Manca,2,YES,44.98
5459,Personal Resilience in an Hour,4,Resilience,Chris Johnstone,1,YES,29.98
5460,Use Magic Tricks to Teach the Bible - Course #2,5,The Bible,Brian Smith,1,YES,29.98
5461,"Mind Maps/ Mind Mapping for Teachers, Trainers, & Presenters",4.3,Mind Mapping,Barry Mapp,1.5,YES,59.98
5462,Connect With God Through Inductive Bible Study,0,Unknown,Steven Jetton,4,YES,59.98
5463,Aquaponic System Farming and Gardening Design Course,4.4,Aquaponics,Sushant Madaan,1,YES,34.98
5464,How to be Understood,4.7,Communication Skills,Zsuzsanna Fajcsak,1,YES,44.98
5465,"The Complete Android CRUD Application In Java, PHP & MySQL",5,Android Development,Monday Ineme,3,YES,128.98
5466,Suppoman's Cryptocurrency Long Term Opportunity Course #2,4.4,Cryptocurrency,Suppoman â„¢,1,YES,128.98
5467,Gardening Know How: Attracting Birds and Butterflies,4.5,Gardening,Linda Kelso,1,YES,88.98
5468,Sourdough Bread Baking 102 - Exploration,4.5,Sourdough Bread Baking,Teresa L Greenway,2.5,YES,88.98
5469,Write An Effective Resume And Cover Letter In An Hour,4.8,Resume and CV Writing,Wing Lee,1,YES,40.98
5470,Yoga for IVF and Fertility,5,Unknown,Jessica Desai,3.5,YES,29.98
5471,How to Plan and Complete School Assignments,5,Project Planning,Jay Matthews,1,YES,29.98
5472,Article Marketing Arbitrage for Scalable Income,4.7,Home Business,Joshua's Courses,1.5,YES,94.98
5473,"JavaScript Projects Bootcamp:HTML, CSS, VanillaJS, Bootstrap",5,JavaScript,Pianalytix .,8.5,YES,118.98
5474,Easy ways to Create 3d NFT Artworks,0,NFT (Non-Fungible Tokens),Kolawole Lanre,1,YES,34.98
5475,Logo Design in Adobe Illustrator - for Beginners & Beyond,4.5,Logo Design,Daniel Evans,17,YES,178.98
5476,How to Market Yourself as a Coach or Consultant,4.6,Marketing Strategy,Debbie LaChusa,3.5,YES,59.98
5477,Design Thinking Guide for Successful Professionals,3.1,Unknown,Susmita Dutta,2,YES,128.98
5478,Cost Accounting using Standard Costing & Flexible Budget,5,Cost Accounting,Dr.Himanshu Saxena,4.5,YES,34.98
5479,Quickstart Online Marketing Guide for Fitness Professionals,4.8,Fitness,Emma Haughton,1.5,YES,34.98
5480,Holding Difficult Conversations,0,Difficult Conversations,Adrian Newbery M.A. (Distinction),0.7,YES,34.98
5481,Swedish Massage Therapy Full-Body Diploma Training Course,3.3,Massage,Manik Miah,2.5,YES,44.98
5482,Learn Citizen Journalism - Be A Digital Soldier Step by Step,4.4,Journalism,Michael Knight,2.5,YES,104.98
5483,Public Relations: Become a Media Star by Pitching with Video,3.6,Unknown,TJ Walker,1.5,YES,128.98
5484,The Houses in Astrology,0,Astrology,Kirsty Louise Mcintosh,3,YES,59.98
5485,Ghostwriting Masterclass: Start A Ghostwriting Business,5,Ghostwriting,Business Hero,4.5,YES,128.98
5486,Become an Instagram Influencer in 30 days and start earning.,4.5,Social Media Management,Ahikyirize Daniel,0.566666666666666,YES,59.98
5487,Relax With Chinese Painting - Peony Flower and Bees,5,Painting,Fiona Sheng @ InkDifferent Studio,2.5,YES,40.98
5488,US Income Tax Preparation (IRS),0,Tax Preparation,HEMANT AGARWAL,0,YES,29.98
5489,Hypnosis- Heal Your Back Pain With Self Hypnosis,5,Self-Hypnosis,Pradeep Aggarwal,0.65,YES,98.98
5490,Writing With Flair: How To Become An Exceptional Writer,4.6,Writing,Shani Raja,7,YES,218.98
5491,Wix Website SEO | Wix SEO| Wix Search Engine Optimisation,4.6,Wix,Sam Dey,1,YES,78.98
5492,Haircuts at Home: Gentleman's Cut,4.5,Hair Styling,Bekah Buck,0.6,YES,44.98
5493,Windows 11 : Introducing Windows 11 of Microsoft,0,Unknown,Vijay Kumar Yadav,0,YES,40.98
5494,Learn to build an e-commerce app with .Net Core and Angular,4.6,.NET,Neil Cummings,35.5,YES,128.98
5495,Stop Slouching and Fix Desk Posture,0,Posture,Anthony McNally,1.5,YES,104.98
5496,Deep Learning Prerequisites: Linear Regression in Python,4.6,Machine Learning,Lazy Programmer Inc.,6.5,YES,128.98
5497,Mindfulness & Yoga for daily life,5,Mindfulness,Giuseppina Colamarco,3.5,YES,34.98
5498,Do You Know the Game?,0,Self-Awareness,Candace Bell Woodard,0.5,YES,40.98
5499,Fitness Games for Groups!,0,Unknown,Jono Petrohilos,1,YES,29.98
5500,Magento : Magento Certified Developer practice Tests 2021,5,Magento,Nawel wawa,0,YES,88.98
5501,Microsoft Power BI Desktop for Business Intelligence,4.6,Microsoft Power BI,Maven Analytics,10.5,YES,218.98
